Date,MSFT,AMZN,NVDA,META
2026-01-05,-0.0001902960672361953,0.028962461627345393,-0.0038655016095672234,0.012884233674164136
2026-01-06,0.011969994918854088,0.033768107781812384,-0.004677830570294028,0.0027777891215432504
2026-01-07,0.010365464492384069,0.0026148877348795008,0.009987097761727348,-0.01805878664331184
2026-01-08,-0.011086533967845869,0.019581038977249277,-0.021521899209228312,-0.004054306766610005
2026-01-09,0.0024471623168931256,0.004425724253495522,-0.0009727536507572188,0.010834927489062007
2026-01-12,-0.004381590565727067,-0.003678565947722645,0.00043280183361860125,-0.016981685534529944
2026-01-13,-0.013642591882396693,-0.0157016882298876,0.004704239730442428,-0.016947689976109848
2026-01-14,-0.023987046955567637,-0.024526018373191683,-0.014369520514437517,-0.02467163267504846
2026-01-15,-0.005921036695894166,0.006465239039753046,0.021349736670481123,0.008578064579704892
2026-01-16,0.00700735351914572,0.0039466053837939885,-0.004383850305160086,-0.0008859384092072542
2026-01-20,-0.011612274057560046,-0.033957825706746436,-0.04381668070971212,-0.026005608590861984
2026-01-21,-0.022903314807395048,0.001341980773133189,0.02948279737606585,0.014632887860037913
2026-01-22,0.01582950006612327,0.01309929882528893,0.008291397296120495,0.05656151635110929
2026-01-23,0.03282791169509047,0.020568436457892858,0.015310543910665775,0.017185812975907266
2026-01-26,0.009292817361890027,-0.003094185824689788,-0.006394170442939551,0.02064469469104324
2026-01-27,0.021901909507044515,0.026256163723313408,0.010993714284356582,0.000907302709176605
2026-01-28,0.0021848051911272925,-0.0068252338521122,0.015913391112786668,-0.006300478443859503
2026-01-29,-0.0999314476548332,-0.005267268047532414,0.005169204870006494,0.10404808940544918
2026-01-30,-0.007404848694840482,-0.010052507834071855,-0.007168418675203125,-0.029540456211264776
2026-02-02,-0.016082160363393605,0.015294624385431943,-0.028880943472342824,-0.014082413278520778
2026-02-03,-0.028721972051949263,-0.017863069956986388,-0.028392869459833103,-0.020823559716553253
2026-02-04,0.007247001797791919,-0.023593955826118118,-0.03410213375324578,-0.03283205598555172
2026-02-05,-0.04954253276678533,-0.04420791797466184,-0.013261403233346236,0.0018236547016345916
2026-02-06,0.018975304586217767,-0.05554804877440456,0.07871771529462501,-0.013055633026002988
2026-02-09,0.031061465218646278,-0.00760748406141476,0.02497159743538102,0.023825982172041238
2026-02-10,-0.0007979095156083194,-0.008432323191560842,-0.007893055623999112,-0.00959811986747705
2026-02-11,-0.021535615805142183,-0.013915755650289796,0.008009007297158588,-0.003026480312517177
2026-02-12,-0.006256609768801491,-0.021952154485218922,-0.01636413987360874,-0.028234297330113844
2026-02-13,-0.001293985238056461,-0.004058180323715632,-0.022092733992482794,-0.015450720910691329
2026-02-17,-0.011113376251159934,0.011871828009746066,0.011815603840902744,-0.0007502393837065524
2026-02-18,0.006904178245914272,0.018095945812067304,0.01627282163254007,0.006147400066013331
2026-02-19,-0.0005768623429248665,0.00034184934085601526,-0.0004255371370144312,0.0024253425770248693
2026-02-20,-0.0030868435621884682,0.025627257563010764,0.010218296081220712,0.016874018813183067
2026-02-23,-0.03212252071132937,-0.023035535309270605,0.009113803019584088,-0.028078542928299588
2026-02-24,0.01178251519260276,0.016027637831418806,0.006786818574511244,0.0032169097363548005
2026-02-25,0.0298200264733548,0.00997315810991184,0.014052276035389388,0.02250890213235124
2026-02-26,0.0027958182358562844,-0.012913032798065993,-0.05456124072866231,0.005078951557882405
2026-02-27,-0.022353901512221608,0.01000385652833935,-0.041646346652961186,-0.01343975520425933
2026-03-02,0.014793453501622311,-0.007666669573102691,0.029854947906472917,0.008300167033444605
2026-03-03,0.013498946894749508,0.0016315386481426941,-0.013316571281988043,0.002325785911687417
2026-03-04,0.0031441531290252733,0.03875826073047883,0.016606504566419655,0.0193105662645654
2026-03-05,0.013524143668401711,0.009777672934109694,0.001638915171032762,-0.010722846200504565
2026-03-06,-0.004188164531066962,-0.026171534044230005,-0.030107830089031284,-0.02378255285227726
2026-03-09,0.0011003722075924038,0.0013132534612816382,0.027162187518686487,0.00392335974918101
2026-03-10,-0.008915215141642507,0.00393459326562029,0.011606893122936501,0.010318427049766266
